Date	title	text	brexit
SEP15	From India to Britain, every citizen is harmed by anti-migrant hostility	In the Indian state of Assam, the authorities are building detention camps for “illegal immigrants”, most of whom are Indian citizens. In South Africa, hundreds of Nigerian workers have been airlifted home as anti-migrant violence spirals out of control. Two different events in two different countries, but each a glimpse of the malevolent trends transforming politics globally. While neither event has received much attention in Britain, consumed as we are by all things Brexit, both throw light upon developments here, too.	0
MAY7	It is not up to the UK government to decide whether I’m Irish or not	The Good Friday agreement is widely revered as a model of peace and celebrated worldwide. Yet the Home Office has openly disregarded the agreement, and is actively seeking to undermine its very foundation. I should know: I have spent the past four years in legal proceedings battling the Home Office. The people of Northern Ireland are unique within the UK in that we have the birthright to identify and be accepted as Irish or British or both. However, contrary to the statutory duty on the Home Office to accept the birthright provisions of the Good Friday agreement, it is arguing through the British courts that the people of Northern Ireland are “automatically British” as we were “clearly born in the United Kingdom”. The department regularly and repeatedly forces British citizenship on Irish citizens born in Northern Ireland – citizens who are Irish by birth and by choice – a choice the people of this island voted for overwhelmingly in the Good Friday agreement referendum. With Brexit on the horizon, and EU citizens’ rights in the balance, the situation has become urgent.	1
MAY12	The missing ingredient in today’s debates? Generosity	In the early 1960s a white student who had seen Malcolm X speak at her college went to the Nation of Islam restaurant in New York to challenge him on his philosophy. “Don’t you believe there are any good white people,” he recalled her asking, in his autobiography. “I didn’t want to hurt her feelings,” he wrote. “I told her, ‘People’s deeds I believe in, Miss – not their words.’” “What can I do?” she exclaimed. “Nothing,” Malcolm X said, and “she burst out crying, and ran out and up Lenox Avenue and caught a taxi”. He would later say of that encounter: “I regret that I told her she could do ‘nothing’. I wish now that I knew her name, or where I could telephone her …”	0
JAN15	In a world of joyless self-denial, what do we really want? Drunken Blind Daters, getting it on	Joanne and Morgan, a barista and a children’s social worker, have quite literally added to the gaiety of the nation with their brilliant blind date. As they told the Guardian’s Weekend magazine, they got drunk, fell over, crashed a party, fancied each other rotten. Knickers were lost. Mouths were full. They didn’t care about table manners or the food. Or, indeed, what any of us thought. What most of us thought, anyway, was: “Excellent behaviour!” Here were two young people having a wild time. For a brief moment, all was well with the world. Who cares whether they live happily ever after? I have never understood what a date actually is, except some sort of weird, creepy transaction where whoever pays gets to demand stuff from the other person. Often, I sit next to people on such dates and eavesdrop, and as far as I can ascertain they are worse than job interviews. They might as well be asking each other: “What qualities make you suitable for this role?”, “Would you describe yourself as a self-starter”, “You state on your application that you are 6ft; would you mind standing up?”	0
SEP26	Johnson’s plan is to turn his supreme court humiliation into rocket fuel at the polls	An angry and disturbingly pumped-up Boris Johnson’s response to the court in the recalled House of Commons tonight was an act of total contempt – for the courts, for parliament and ultimately for public and political decency. For the time being, Johnson still retains much of the formal power of the prime minister. But the role’s inner power, its moral authority, the holder’s ability to govern and his meaningful capacity to represent the country are practically shot. There is nothing tragic about this for Johnson personally. There is everything tragic for the country that never asked for him to become its leader. He can’t blame the judges, because he does not dare. He likes to blame MPs, because they are an easy target. But the real blame lies with himself and the Tory hard leavers.	1
AUG16	The UK faces a nation-defining battle that will split the Tory party	Throughout his nine years in Conservative-led British cabinets, Philip Hammond was regularly compared to AA Milne’s Eeyore. But what the lugubrious former chancellor did today was almost Tiggerish. By warning that Boris Johnson’s government is set on driving through a no-deal Brexit that parliament will oppose he gave the UK’s indolent August politics a much-needed wake-up call. In the three weeks since a hard-Brexit Tory coup put Johnson into Downing Street, politics has drifted into La-La land. An accumulated combination of long parliamentary stalemate, public weariness, an ineffectual Labour opposition, a compliant press and the well-executed strategy of the new Tory leader has made the Johnson government’s Brexit policy seem more inevitable than it actually is. By breaking cover, Hammond has provided an overdue reminder that the facts are still the facts.	1
JUL24	Brexit highlights Ireland’s divisions. But sport shows how united we can be	Depressed about Brexit? There’s always golf. As Brexit threatens the economic – and actual – security of Ireland, north and south, maybe what we can lean into a little more on this island is the unifying power of sport. Sport in Ireland overlaps with identities in curious ways, but there are many moments when perceived divisions can fade into the green distance, like a man from Offaly being cheered on at a course in Northern Ireland, about to win the Open. Tricolours being waved at Royal Portrush, a chorus of “olés ?, videos of Shane Lowry grinning as the Fields of Athenry is sung. Meanwhile, Lowry’s grandmother Emily Scanlon offered the most Irish of all anecdotes regarding sports nutrition on the Irish station RTÉ. “I remember I minded him while the mother was working, ? she said. “I had a turf box in the corner beside the range, and when I’d go up to the clothesline I’d put him into it, and he’d have all the turf mould ate ... whether it worked his immune system or what, I don’t know. He got there anyway. Great gossoon [young boy] he was. ? Turf mould may not be the next carrageen moss, but the moments sport can offer up, on their day, are some tonic.	1
JUL21	Our next PM needs to become an Iran expert. And fast	An incoming prime minister could be forgiven for feeling that the fates have been a touch unkind. As well as no majority in parliament, an uncertain domestic agenda and the vortex of Brexit, now a fully formed international crisis sits in the in-tray marked “Iran”. It will be an early test of diplomatic dexterity. We should not be here. As always, it helps to see the world as others see it, without compromise or acceptance of another’s perceptions. Iran has long and complex relationships all round. A Shia state surrounded by Sunni states, it sees its history as one requiring constant vigilance to survive in a world that stood by when it was attacked by Iraq and lost perhaps up to a million people, and one where economic sanctions threaten its people and government stability.	0
FEB22	The EU must resist impatience with Britain – for its own sake	“I will celebrate,” said an emphatic German voice behind me, while some dignitary on stage mouthed the conventional polite platitudes of regret about Britain’s departure from the EU. “I will celebrate when it’s over at last.” A week spent talking to politicians, officials and opinion-makers on the continent tells me that this captures the prevailing mood among Britain’s frustrated and increasingly contemptuous European partners: just get the negotiated withdrawal agreement across the line and Britain out of the door – then we can go back to fighting the real battles for Europe, starting with the European elections. While I understand all the feelings and calculations behind this view, it is profoundly shortsighted. It abandons those of us still fighting for Europe in Britain and underestimates the EU’s role in deciding Britain’s future. A divided country in the midst of a collective nervous breakdown is painfully dependent on the reaction of its now much stronger EU negotiating partner. This explains why every tweet from Donald Tusk, every hint from Jean-Claude Juncker, every nuance from Michel Barnier, is pored over in the British media with almost Sovietological attention. The EU is a major actor in the British debate, not merely a reactor to it. The conclusion is clear: it’s not just Britain that faces a big choice over Brexit, it’s also Europe.	1
JUL8	Here’s how to make the media fit for modern Britain	The Britain of 2019 is very different from the Britain of 1964, the year I started my journalistic career. Among the most obvious changes are those of social class and ethnicity. A country in which the largest social group was both working class and white has been transformed. Naturally enough, these developments have affected the makeup of our media, but in different ways. Journalism has become an almost uniformly middle-class trade in which entrants are usually expected to have enjoyed a degree-level education. By contrast, running counter to the rise in the BAME (black, Asian and minority ethnic) population, media recruitment has not kept pace with that increase. It is assumed that the lack of working class and BAME media representation distorts output. I concede it may be unproven, or possibly unprovable, but I am convinced it is so. In their heyday, popular newspapers, which were overwhelmingly staffed by white working-class journalists, reflected the concerns and, yes, the prejudices, of the communities from which they sprang.	0
FEB18	Tormenting Meghan Markle has become a national sport that shames us	In the period when the acquisition of the former Meghan Markle was depicted as little short of a national triumph, much was written in the British press about her various accomplishments. These are, after all, roughly as common in royal spouses as successful independent careers. Meghan, the actress and blogger and charity worker, is also, it emerged, a skilled calligrapher. “I’ve always had a propensity for getting the cursive down pretty well,” she once told an Esquire journalist, who’d described her writing as “incredible”. “What it evolved into was my pseudo-waitressing job when I was auditioning.”	0
MAR30	This defeat is the end of the Brexit PM. Bring on the general election	Force-feed them back their words. Theresa May’s deal was “even worse” than staying in the EU, declared Dominic Raab, the Brexit secretary who resigned to oppose a deal he helped negotiate. This is a man who once publicly confessed he didn’t understand Britain’s reliance on the Dover-Calais crossing. The deal would turn Britain into a “vassal state”, declared Boris Johnson, a man who had penned a column backing remain days before endorsing leave; it was “about as bad as it could possibly be”.	1
FEB25	Independents offer hope to those who despair of our broken politics	Winston Churchill, who left the Tories to become a Liberal and then went back to the Conservatives, wryly congratulated himself: “Anyone can rat, but it takes a certain ingenuity to re-rat.” He is the exception to the rule that switchers don’t succeed in British politics. It is an enormous decision when an MP chooses to break with a party to which the politician will very often have committed decades of his or her life. It means the ruination of friendships and the wrecking of family relationships. And it is much more often than not a choice that leads to doom. This is why so many Labour and Conservative MPs stay within their parties even when they are in the most profound despair with where they are going or how they are being led. They resign themselves to bitter self-imprisonment in the belief that splitters never prosper.	0
MAY9	Brexit has robbed Labour of its insurgency. It’s time to claw it back	The supposed iron law of British politics – back when an economy dominated by Big Finance seemed to be a never-ending fountain of growth and tax revenues – used to go like this: you had to present yourself as a steady pair of hands, pro-business, competent, exuding stability, not someone to rock the hull of HMS Britain. Tony Blair, speaking of Margaret Thatcher, once described his political formula: “I always thought my job was to build on some of the things she had done rather than reverse them.” But whether you’re a politician of left, right or so-called “centre”, insurgency has become the iron law of our time. Labour has been robbed of that sense of insurgency by Brexit: its political fortunes depend on reclaiming it.	0
MAR4	Kashmir is in a perilous state because of India’s pivot to nationalism	On Friday, the four-day-long military flare-up between Pakistan and India began winding down, with Islamabad handing back an Indian air force pilot taken captive by the Pakistan army two days earlier. He had been shot down in the first aerial fighter combat between the two South Asian enemies since a full-scale war in 1971. Yet, forgotten in the Indian euphoria is the fact that Kashmir, where the deaths of 40 security men in a suicide bomb attack last month triggered this latest crisis, continues to simmer. Even as the pilot walked free, four policemen died in an encounter with Kashmiri militants.	0
MAY29	Are ‘weed tampons’ the answer to period pain?	I have spent the past 15 minutes sprawled in an undignified position on the floor experimenting with cannabis suppositories. This isn’t a typical Monday night for me, I’ll have you know; I am doing it in the name of science. Specifically, I am doing it to see whether “weed tampons” can get rid of period pain. There is a distinct possibility that I just lost 90% of my male readers. The squeamishness surrounding menstruation is part of the reason that little effort has been made to find effective treatments for premenstrual syndrome (PMS) and period pain. Want to hear some rage-inducing stats? There have been five times as many studies into erectile dysfunction as there have been into PMS. That is despite the fact that 90% of women have experienced PMS, while only 19% of men have been affected by ED. Period pain can be debilitating, but women are still expected to suffer through it with just ibuprofen or a hot water bottle.	0
AUG1	Should people without children be banned from Disney World?	If you’re not a fan of unbridled capitalism, please brace yourself: I am sorry to report that an EXTREMELY EMPHATIC Facebook post is going viral. The post in question is from an anonymous mother who is outraged people without kids have the temerity to holiday at Disney World. “It pisses me off TO NO END!!!!! When I see CHILDLESS COUPLES AT DISNEY WORLD,” she explains. “DW is a FAMILY amusement park!!!! Yet these IMMATURE millennials THROW AWAY THEIR MONEY ON USELESS CRAP!!!!!” The outburst appears to have been prompted by a woman “in some very SLUTTY shorts” buying a pretzel. This contributed to a very long pretzel queue, meaning our protagonist’s kid could not get their hands on a salty snack. “I fucking hate childless women with a BURNING PASSION!!!” the post ends. There are several angry emoji faces for emphasis. Just in case, you know, the exclamation marks didn’t do the trick.	0
